Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-01055,PHN-VOR-0003,Logic Board,2024-05-02,795,170.5,Replaced,Overheating
WC-01056,PHN-VOR-0007,OLED Display,2024-12-20,249,240.93,Pending,Overheating
WC-01057,LAP-ORB-0005,Cooling Fan,2024-02-01,205,65.65,Pending,Malfunctioning
WC-01058,TAB-NIM-0020,Logic Board,2026-01-29,462,118.84,Repaired,Not charging
WC-01059,TAB-ORB-0003,Charging Port,2024-10-11,937,43.24,Repaired,Malfunctioning
WC-01060,EAR-EMB-0014,Speaker Driver,2024-07-02,868,25.98,Replaced,Random shutdowns
WC-01061,PHN-EMB-0015,Battery,2024-08-04,441,47.91,Repaired,Won't power on
WC-01062,PHN-NIM-0021,Charging Port,2026-03-15,496,45.07,Repaired,Battery drains fast
WC-01063,WCH-VOR-0008,Logic Board,2025-08-07,735,113.72,Pending,Not charging
WC-01064,PHN-EMB-0022,Charging Port,2025-04-17,268,41.98,Replaced,Cracked/damaged
WC-01065,LAP-VOR-0023,SSD Storage,2025-09-16,614,261.94,Replaced,Not charging
WC-01066,WCH-SOL-0009,Battery,2025-11-28,634,49.86,Replaced,Malfunctioning
WC-01067,PHN-EMB-0013,Logic Board,2025-02-28,884,211.03,Refunded,Cracked/damaged
WC-01068,WCH-ORB-0014,Battery,2025-09-14,830,45.99,Pending,Not charging
WC-01069,LAP-EMB-0008,Battery,2025-07-17,327,56.48,Pending,Random shutdowns
WC-01070,PHN-NIM-0026,Battery,2025-12-31,964,98.88,Refunded,Cracked/damaged
WC-01071,EAR-SOL-0012,Charging Case,2025-12-08,34,45.84,Pending,Unresponsive
WC-01072,TAB-NIM-0020,Speaker Unit,2025-05-31,40,41.19,Repaired,Cracked/damaged
WC-01073,LAP-SOL-0011,Battery,2024-05-19,339,120.3,Repaired,Malfunctioning
WC-01074,TAB-NIM-0020,Battery,2024-02-27,443,53.33,Pending,Overheating
WC-01075,LAP-VOR-0035,Webcam Module,2026-03-17,221,30.68,Refunded,Malfunctioning
WC-01076,LAP-VOR-0018,Motherboard,2025-08-27,420,240.72,Refunded,Not charging
WC-01077,LAP-VOR-0009,Battery,2025-05-17,276,75.54,Pending,Won't power on
WC-01078,PHN-VOR-0019,Logic Board,2025-01-08,668,122.13,Refunded,Won't power on
WC-01079,TAB-NIM-0023,Battery,2025-11-02,773,46.98,Refunded,Random shutdowns
WC-01080,LAP-ORB-0005,Motherboard,2025-12-29,243,265.33,Replaced,Not charging
WC-01081,LAP-NIM-0002,Motherboard,2026-05-24,994,248.27,Replaced,Won't power on
WC-01082,TAB-SOL-0016,Logic Board,2025-09-08,708,206.25,Refunded,Cracked/damaged
WC-01083,LAP-VOR-0023,Display Panel,2024-09-12,993,116.37,Repaired,Unresponsive
WC-01084,TAB-NIM-0020,Battery,2025-02-04,486,69.67,Pending,Cracked/damaged
WC-01085,LAP-ZEN-0013,RAM Module,2025-04-03,291,102.04,Refunded,Not charging
WC-01086,WCH-ZEN-0018,Logic Board,2024-06-28,932,93.74,Pending,Not charging
WC-01087,WCH-SOL-0002,Logic Board,2024-11-23,16,103.56,Pending,Not charging
WC-01088,PHN-ORB-0028,Battery,2024-01-21,301,94.25,Refunded,Not charging
WC-01089,TAB-ORB-0003,Charging Port,2026-04-19,788,43.16,Replaced,Cracked/damaged
WC-01090,TAB-EMB-0001,Logic Board,2024-07-06,119,101.8,Pending,Cracked/damaged
WC-01091,LAP-ORB-0005,Display Panel,2024-08-08,948,296.07,Replaced,Won't power on
WC-01092,EAR-SOL-0003,Battery,2025-09-20,579,34.13,Pending,Won't power on
WC-01093,WCH-NIM-0005,Battery,2024-07-15,495,20.38,Pending,Unresponsive
WC-01094,PHN-EMB-0022,Charging Port,2025-05-18,873,31.82,Replaced,Battery drains fast
WC-01095,LAP-NIM-0006,Webcam Module,2025-01-11,99,28.02,Replaced,Overheating
WC-01096,TAB-NIM-0023,Logic Board,2025-11-30,246,256.31,Repaired,Cracked/damaged
WC-01097,LAP-ZEN-0013,Cooling Fan,2024-12-06,19,47.47,Replaced,Unresponsive
WC-01098,PHN-SOL-0006,OLED Display,2025-09-06,969,222.36,Pending,Overheating
WC-01099,LAP-NIM-0006,Battery,2025-08-01,440,95.4,Refunded,Malfunctioning
WC-01100,WCH-ORB-0014,Logic Board,2025-11-22,210,81.46,Refunded,Cracked/damaged
WC-01101,PHN-EMB-0033,Battery,2024-08-26,544,40.87,Repaired,Cracked/damaged
WC-01102,PHN-NIM-0008,Logic Board,2024-10-15,299,157.04,Pending,Battery drains fast
WC-01103,TAB-EMB-0001,Logic Board,2025-06-22,577,121.03,Pending,Cracked/damaged
WC-01104,WCH-EMB-0015,Logic Board,2024-04-07,204,55.73,Replaced,Not charging
WC-01105,PHN-ORB-0011,Logic Board,2024-02-03,56,424.56,Replaced,Unresponsive
WC-01106,LAP-ORB-0036,Battery,2026-02-12,529,112.25,Pending,Not charging
WC-01107,WCH-SOL-0004,Battery,2025-11-26,651,38.81,Refunded,Overheating
WC-01108,WCH-NIM-0011,Logic Board,2026-02-03,411,113.59,Replaced,Battery drains fast
WC-01109,TAB-EMB-0011,Touch Display,2024-05-01,787,93.72,Replaced,Malfunctioning
WC-01110,LAP-EMB-0027,Motherboard,2024-11-07,458,346.95,Repaired,Battery drains fast
WC-01111,LAP-VOR-0018,Cooling Fan,2024-11-22,783,28.47,Replaced,Not charging
WC-01112,LAP-NIM-0012,Battery,2025-09-29,650,58.28,Repaired,Not charging
WC-01113,LAP-NIM-0032,Display Panel,2024-12-18,925,270.32,Replaced,Overheating
WC-01114,LAP-NIM-0004,RAM Module,2024-02-27,755,54.71,Replaced,Won't power on
WC-01115,LAP-NIM-0025,Display Panel,2024-10-19,309,160.91,Refunded,Battery drains fast
WC-01116,LAP-EMB-0003,Motherboard,2025-03-20,238,189.09,Pending,Random shutdowns
WC-01117,WCH-NIM-0011,Battery,2025-08-22,505,43.8,Pending,Unresponsive
WC-01118,EAR-ZEN-0004,Battery,2024-11-08,382,48.43,Repaired,Not charging
WC-01119,LAP-ZEN-0030,SSD Storage,2024-10-30,197,159.47,Repaired,Malfunctioning
WC-01120,EAR-SOL-0003,Battery,2024-05-09,277,44.42,Replaced,Random shutdowns
WC-01121,LAP-EMB-0020,Battery,2025-11-05,821,154.24,Repaired,Won't power on
WC-01122,EAR-ZEN-0005,Speaker Driver,2024-02-09,189,40.51,Pending,Won't power on
WC-01123,PHN-EMB-0033,Logic Board,2025-08-26,88,467.78,Replaced,Cracked/damaged
WC-01124,PHN-ZEN-0034,Charging Port,2025-12-24,599,33.65,Repaired,Malfunctioning
WC-01125,PHN-ZEN-0023,Charging Port,2024-12-08,102,31.49,Pending,Won't power on
WC-01126,WCH-SOL-0002,Logic Board,2025-02-13,260,117.18,Replaced,Random shutdowns
WC-01127,LAP-EMB-0008,Motherboard,2024-07-28,413,314.63,Replaced,Malfunctioning
WC-01128,LAP-EMB-0008,Cooling Fan,2024-10-20,850,50.98,Replaced,Won't power on
WC-01129,LAP-VOR-0016,Battery,2024-06-17,558,88.95,Repaired,Won't power on
WC-01130,WCH-SOL-0002,Battery,2024-07-02,333,46.59,Repaired,Cracked/damaged
WC-01131,TAB-EMB-0006,Battery,2024-03-10,178,105.61,Refunded,Not charging
WC-01132,EAR-SOL-0012,Battery,2025-04-26,723,23.89,Replaced,Unresponsive
WC-01133,WCH-NIM-0011,Battery,2026-01-07,941,34.14,Refunded,Malfunctioning
WC-01134,LAP-VOR-0010,Cooling Fan,2026-05-27,534,30.18,Pending,Battery drains fast
WC-01135,PHN-NIM-0036,Logic Board,2025-06-02,691,229.05,Replaced,Not charging
WC-01136,PHN-SOL-0010,Charging Port,2026-03-27,877,31.96,Repaired,Unresponsive
WC-01137,LAP-EMB-0020,Keyboard Assembly,2024-09-19,809,55.61,Refunded,Cracked/damaged
WC-01138,PHN-VOR-0007,Battery,2025-05-31,190,97.93,Pending,Battery drains fast
WC-01139,LAP-ZEN-0030,SSD Storage,2025-06-16,539,94.91,Refunded,Overheating
WC-01140,LAP-ZEN-0030,Cooling Fan,2024-12-31,913,29.89,Repaired,Malfunctioning
WC-01141,TAB-ZEN-0009,Logic Board,2026-06-14,612,218.46,Repaired,Unresponsive
WC-01142,LAP-ZEN-0026,Cooling Fan,2025-05-14,893,70.74,Repaired,Battery drains fast
WC-01143,PHN-VOR-0029,Camera Module,2026-01-18,618,96.35,Pending,Battery drains fast
WC-01144,LAP-VOR-0009,Keyboard Assembly,2024-10-09,599,88.53,Repaired,Random shutdowns
WC-01145,PHN-EMB-0013,OLED Display,2024-02-08,774,180.69,Repaired,Battery drains fast
WC-01146,TAB-VOR-0017,Battery,2025-12-09,342,108.79,Replaced,Unresponsive
WC-01147,LAP-ZEN-0031,Motherboard,2026-04-11,478,186.9,Replaced,Random shutdowns
WC-01148,PHN-NIM-0008,Logic Board,2026-02-06,764,157.15,Pending,Not charging
WC-01149,WCH-VOR-0013,Logic Board,2026-01-28,844,95.51,Pending,Overheating
WC-01150,WCH-SOL-0009,Logic Board,2026-03-26,836,56.65,Refunded,Not charging
WC-01151,LAP-VOR-0018,Motherboard,2025-04-10,726,189.65,Refunded,Overheating
WC-01152,WCH-ZEN-0007,Display,2024-11-09,778,116.15,Refunded,Malfunctioning
WC-01153,PHN-VOR-0032,OLED Display,2025-02-08,817,155.4,Replaced,Not charging
WC-01154,PHN-SOL-0010,OLED Display,2025-01-27,660,108.77,Refunded,Malfunctioning
WC-01155,PHN-VOR-0032,OLED Display,2024-01-25,418,105.25,Replaced,Not charging
WC-01156,LAP-ZEN-0013,Battery,2024-04-06,776,126.48,Pending,Overheating
WC-01157,WCH-EMB-0015,Logic Board,2024-09-12,149,68.69,Pending,Cracked/damaged
WC-01158,LAP-ZEN-0030,SSD Storage,2024-07-31,942,89.08,Replaced,Malfunctioning
WC-01159,PHN-EMB-0009,Logic Board,2024-06-05,119,206.05,Pending,Unresponsive
WC-01160,LAP-ZEN-0030,SSD Storage,2025-10-11,497,174.01,Pending,Malfunctioning
WC-01161,PHN-NIM-0036,OLED Display,2025-10-29,408,190.37,Refunded,Overheating
WC-01162,LAP-VOR-0010,Keyboard Assembly,2024-11-15,251,51.26,Pending,Not charging
WC-01163,LAP-NIM-0002,Webcam Module,2025-02-12,409,37.24,Pending,Cracked/damaged
WC-01164,PHN-EMB-0005,Battery,2025-04-14,914,43.23,Repaired,Battery drains fast
WC-01165,LAP-VOR-0035,Cooling Fan,2025-04-28,239,40.81,Pending,Random shutdowns
WC-01166,LAP-NIM-0002,Motherboard,2024-06-26,579,253.93,Replaced,Malfunctioning
WC-01167,LAP-EMB-0033,Display Panel,2024-12-02,406,310.92,Refunded,Overheating
WC-01168,PHN-SOL-0006,Battery,2025-08-29,432,95.27,Refunded,Cracked/damaged
WC-01169,LAP-NIM-0025,Cooling Fan,2026-01-09,487,45.92,Pending,Random shutdowns
WC-01170,PHN-VOR-0003,Charging Port,2024-01-13,496,41.41,Replaced,Battery drains fast
WC-01171,PHN-NIM-0008,Battery,2025-05-03,700,57.22,Repaired,Unresponsive
WC-01172,WCH-VOR-0013,Logic Board,2024-01-09,751,99.87,Pending,Cracked/damaged
WC-01173,TAB-ORB-0003,Charging Port,2025-02-12,491,36.24,Refunded,Won't power on
WC-01174,TAB-EMB-0011,Logic Board,2024-10-12,424,324.87,Repaired,Not charging
WC-01175,PHN-EMB-0033,Logic Board,2024-11-24,946,419.71,Refunded,Random shutdowns
WC-01176,LAP-ORB-0024,Motherboard,2024-11-29,844,168.61,Repaired,Malfunctioning
WC-01177,PHN-VOR-0032,Logic Board,2025-12-23,319,245.13,Refunded,Unresponsive
WC-01178,LAP-ORB-0036,Motherboard,2025-04-06,776,252.33,Repaired,Overheating
WC-01179,TAB-EMB-0001,Battery,2025-12-23,138,82.44,Refunded,Unresponsive
WC-01180,WCH-SOL-0002,Strap/Band,2025-01-12,324,43.45,Refunded,Not charging
WC-01181,WCH-ORB-0016,Battery,2025-01-23,662,59.27,Repaired,Battery drains fast
WC-01182,PHN-SOL-0025,Logic Board,2024-12-03,642,588.28,Replaced,Won't power on
WC-01183,WCH-NIM-0001,Logic Board,2025-01-21,669,169.22,Replaced,Random shutdowns
WC-01184,LAP-SOL-0019,Motherboard,2024-12-25,366,155.55,Repaired,Random shutdowns
WC-01185,WCH-SOL-0002,Battery,2024-05-07,526,56.87,Pending,Malfunctioning
WC-01186,LAP-VOR-0016,Motherboard,2024-08-16,66,177.28,Pending,Won't power on
WC-01187,LAP-NIM-0004,Motherboard,2026-01-07,329,142.62,Repaired,Not charging
WC-01188,LAP-NIM-0002,Keyboard Assembly,2024-10-27,476,95.95,Pending,Malfunctioning
WC-01189,WCH-ZEN-0018,Display,2024-11-06,697,79.91,Refunded,Malfunctioning
WC-01190,LAP-SOL-0011,Cooling Fan,2024-05-23,58,44.52,Refunded,Won't power on
WC-01191,PHN-VOR-0032,Logic Board,2024-06-22,102,321.35,Refunded,Not charging
WC-01192,TAB-ZEN-0005,Logic Board,2024-10-19,851,152.41,Pending,Random shutdowns
WC-01193,PHN-ORB-0017,Logic Board,2025-10-01,971,260.87,Repaired,Malfunctioning
WC-01194,LAP-ORB-0005,Battery,2025-07-21,282,69.04,Refunded,Unresponsive
WC-01195,LAP-VOR-0016,Motherboard,2026-03-08,141,267.18,Pending,Malfunctioning
WC-01196,LAP-NIM-0006,Keyboard Assembly,2024-12-25,539,48.92,Replaced,Malfunctioning
WC-01197,WCH-VOR-0013,Battery,2024-11-26,143,52.69,Replaced,Battery drains fast
WC-01198,PHN-SOL-0006,Logic Board,2024-11-13,261,250.6,Replaced,Random shutdowns
WC-01199,WCH-ORB-0014,Logic Board,2024-08-29,99,108.97,Replaced,Won't power on
WC-01200,WCH-NIM-0005,Logic Board,2025-09-01,968,64.74,Pending,Malfunctioning
WC-01201,PHN-EMB-0005,Charging Port,2025-09-10,190,30.18,Refunded,Overheating
WC-01202,LAP-ZEN-0013,Motherboard,2024-06-27,434,203.87,Replaced,Random shutdowns
WC-01203,WCH-SOL-0004,Logic Board,2024-04-14,949,83.31,Repaired,Random shutdowns
WC-01204,PHN-EMB-0033,Logic Board,2025-09-27,932,526.53,Refunded,Battery drains fast
WC-01205,TAB-EMB-0011,Speaker Unit,2024-03-05,983,22.31,Pending,Unresponsive
WC-01206,PHN-SOL-0010,Charging Port,2025-11-10,290,37.1,Pending,Cracked/damaged
WC-01207,LAP-VOR-0035,Battery,2024-02-23,766,90.75,Repaired,Unresponsive
WC-01208,PHN-VOR-0032,OLED Display,2024-09-17,840,107.99,Repaired,Cracked/damaged
WC-01209,PHN-SOL-0027,Charging Port,2024-01-25,165,41.85,Refunded,Not charging
WC-01210,LAP-VOR-0009,Motherboard,2024-05-12,835,136.98,Repaired,Malfunctioning
WC-01211,LAP-NIM-0006,Battery,2024-08-28,160,99.73,Repaired,Unresponsive
WC-01212,LAP-EMB-0008,Cooling Fan,2025-03-13,192,54.16,Refunded,Unresponsive
WC-01213,LAP-EMB-0003,SSD Storage,2024-04-07,624,157.87,Replaced,Random shutdowns
WC-01214,WCH-NIM-0001,Display,2025-10-19,57,73.88,Repaired,Battery drains fast
WC-01215,LAP-SOL-0019,SSD Storage,2025-08-12,203,300.5,Replaced,Random shutdowns
WC-01216,EAR-ZEN-0005,Battery,2024-10-07,821,33.36,Repaired,Not charging
WC-01217,LAP-EMB-0020,Motherboard,2025-05-15,568,270.21,Pending,Not charging
WC-01218,LAP-ZEN-0013,RAM Module,2025-05-01,151,110.58,Replaced,Cracked/damaged
WC-01219,LAP-NIM-0002,Motherboard,2026-01-30,489,238.46,Refunded,Unresponsive
WC-01220,PHN-SOL-0025,Logic Board,2025-05-16,673,310.12,Pending,Battery drains fast
WC-01221,LAP-VOR-0023,Motherboard,2024-08-31,419,135.17,Repaired,Malfunctioning
WC-01222,WCH-EMB-0006,Battery,2025-11-21,922,44.67,Replaced,Cracked/damaged
WC-01223,EAR-VOR-0008,Bluetooth Chip,2025-09-26,167,35.18,Pending,Random shutdowns
WC-01224,PHN-SOL-0025,Logic Board,2024-12-04,902,370.71,Replaced,Overheating
WC-01225,LAP-ORB-0036,Battery,2024-12-23,491,100.1,Refunded,Unresponsive
WC-01226,PHN-ORB-0031,OLED Display,2024-03-27,18,127.4,Repaired,Battery drains fast
WC-01227,LAP-ORB-0024,Motherboard,2024-03-25,100,153.26,Pending,Overheating
WC-01228,WCH-ORB-0003,Battery,2024-12-28,300,72.36,Repaired,Overheating
WC-01229,LAP-SOL-0011,Webcam Module,2024-08-10,705,47.34,Repaired,Random shutdowns
WC-01230,TAB-SOL-0014,Charging Port,2024-12-07,123,38.14,Replaced,Random shutdowns
WC-01231,LAP-VOR-0035,Keyboard Assembly,2025-12-21,694,49.89,Repaired,Battery drains fast
WC-01232,TAB-ORB-0012,Charging Port,2025-06-18,685,52.0,Replaced,Won't power on
WC-01233,TAB-ORB-0012,Battery,2024-03-01,476,107.53,Pending,Overheating
WC-01234,EAR-ZEN-0005,Speaker Driver,2025-10-15,861,52.8,Pending,Overheating
WC-01235,LAP-ORB-0005,Cooling Fan,2024-07-22,286,68.12,Refunded,Overheating
WC-01236,TAB-ORB-0024,Touch Display,2024-01-01,688,98.63,Refunded,Malfunctioning
WC-01237,LAP-ORB-0001,Keyboard Assembly,2026-02-25,684,86.21,Repaired,Won't power on
WC-01238,WCH-EMB-0010,Sensor Module,2025-09-25,930,18.83,Refunded,Won't power on
WC-01239,PHN-EMB-0033,Charging Port,2026-02-03,831,18.6,Replaced,Random shutdowns
WC-01240,LAP-EMB-0008,Display Panel,2026-01-04,579,380.15,Repaired,Battery drains fast
WC-01241,EAR-VOR-0009,Battery,2024-08-25,876,22.05,Replaced,Unresponsive
WC-01242,LAP-ZEN-0014,Motherboard,2025-10-21,227,182.68,Replaced,Malfunctioning
WC-01243,TAB-VOR-0008,Charging Port,2024-12-31,212,40.19,Pending,Won't power on
WC-01244,TAB-EMB-0006,Logic Board,2025-07-23,441,146.06,Repaired,Not charging
WC-01245,TAB-ZEN-0005,Logic Board,2025-03-06,27,206.1,Repaired,Won't power on
WC-01246,EAR-ORB-0016,Bluetooth Chip,2025-09-07,917,28.51,Repaired,Battery drains fast
WC-01247,EAR-ORB-0013,Battery,2024-07-17,883,29.93,Refunded,Unresponsive
WC-01248,LAP-NIM-0032,Cooling Fan,2024-06-14,882,37.7,Repaired,Not charging
WC-01249,PHN-ZEN-0001,OLED Display,2024-07-03,694,132.01,Replaced,Won't power on
WC-01250,PHN-SOL-0025,Battery,2026-05-09,955,60.07,Repaired,Cracked/damaged
WC-01251,LAP-NIM-0012,Battery,2024-09-22,983,74.22,Replaced,Unresponsive
WC-01252,WCH-NIM-0011,Sensor Module,2025-12-31,877,48.37,Pending,Unresponsive
WC-01253,PHN-EMB-0022,Logic Board,2025-12-15,363,205.09,Refunded,Unresponsive
WC-01254,LAP-SOL-0011,Cooling Fan,2026-02-13,455,40.02,Refunded,Cracked/damaged
WC-01255,LAP-VOR-0035,RAM Module,2025-07-19,700,194.67,Refunded,Won't power on
WC-01256,EAR-ZEN-0001,Speaker Driver,2025-06-11,776,45.75,Replaced,Won't power on
WC-01257,LAP-ZEN-0026,Display Panel,2024-12-23,204,151.89,Replaced,Unresponsive
WC-01258,LAP-ZEN-0030,Motherboard,2024-10-17,64,399.68,Refunded,Overheating
WC-01259,LAP-SOL-0019,Keyboard Assembly,2024-09-15,300,50.33,Repaired,Battery drains fast
WC-01260,WCH-VOR-0008,Battery,2025-09-11,387,41.82,Repaired,Not charging
WC-01261,PHN-NIM-0036,OLED Display,2024-03-29,248,165.81,Refunded,Not charging
WC-01262,WCH-SOL-0002,Sensor Module,2025-06-21,50,79.47,Refunded,Not charging
WC-01263,LAP-EMB-0021,Display Panel,2025-04-20,45,240.65,Pending,Unresponsive
WC-01264,LAP-ZEN-0026,Motherboard,2025-05-18,992,160.91,Replaced,Overheating
WC-01265,LAP-ZEN-0014,Battery,2024-12-06,926,137.33,Replaced,Won't power on
WC-01266,PHN-NIM-0026,Battery,2026-01-01,233,71.74,Repaired,Random shutdowns
WC-01267,LAP-SOL-0015,RAM Module,2024-05-12,611,130.55,Pending,Won't power on
WC-01268,PHN-VOR-0020,Logic Board,2026-03-12,950,321.19,Refunded,Battery drains fast
WC-01269,EAR-VOR-0009,Charging Case,2026-03-23,172,46.13,Refunded,Overheating
WC-01270,WCH-ZEN-0012,Display,2024-09-19,36,61.61,Pending,Random shutdowns
WC-01271,LAP-NIM-0012,Motherboard,2026-04-28,901,250.49,Repaired,Random shutdowns
WC-01272,LAP-EMB-0021,Motherboard,2024-08-27,942,262.56,Refunded,Not charging
WC-01273,WCH-EMB-0006,Battery,2025-11-21,829,49.17,Refunded,Won't power on
WC-01274,TAB-NIM-0007,Charging Port,2024-08-15,645,45.89,Replaced,Random shutdowns
WC-01275,EAR-VOR-0009,Speaker Driver,2024-05-24,682,24.56,Replaced,Not charging
WC-01276,LAP-EMB-0008,Cooling Fan,2026-05-08,622,57.0,Repaired,Cracked/damaged
WC-01277,LAP-NIM-0032,Cooling Fan,2024-08-29,632,21.79,Pending,Not charging
WC-01278,PHN-NIM-0016,Charging Port,2025-07-30,456,31.33,Refunded,Unresponsive
WC-01279,LAP-ORB-0024,RAM Module,2025-08-26,25,48.74,Repaired,Unresponsive
WC-01280,EAR-VOR-0007,Bluetooth Chip,2025-10-29,22,33.39,Refunded,Random shutdowns
WC-01281,TAB-SOL-0016,Logic Board,2024-03-03,39,98.07,Refunded,Random shutdowns
WC-01282,TAB-NIM-0007,Battery,2025-12-18,234,49.55,Repaired,Not charging
WC-01283,LAP-ORB-0005,Cooling Fan,2024-04-27,744,59.2,Repaired,Unresponsive
WC-01284,PHN-EMB-0033,Speaker Unit,2025-09-24,552,18.47,Refunded,Battery drains fast
WC-01285,PHN-VOR-0020,OLED Display,2024-09-27,688,143.62,Repaired,Cracked/damaged
WC-01286,PHN-VOR-0019,OLED Display,2024-02-15,965,124.24,Refunded,Not charging
WC-01287,PHN-VOR-0020,Logic Board,2025-05-10,542,317.78,Repaired,Cracked/damaged
WC-01288,EAR-EMB-0014,Battery,2025-04-13,149,45.98,Replaced,Malfunctioning
WC-01289,TAB-VOR-0008,Touch Display,2025-07-22,325,137.16,Repaired,Unresponsive
WC-01290,PHN-NIM-0008,Speaker Unit,2025-11-11,927,34.79,Repaired,Won't power on
WC-01291,PHN-VOR-0029,Battery,2025-05-07,857,69.31,Pending,Unresponsive
WC-01292,LAP-VOR-0018,Cooling Fan,2024-11-04,504,49.79,Repaired,Cracked/damaged
WC-01293,WCH-NIM-0011,Logic Board,2024-08-19,655,141.02,Repaired,Random shutdowns
WC-01294,PHN-SOL-0030,Logic Board,2025-12-22,15,422.99,Replaced,Cracked/damaged
WC-01295,LAP-ZEN-0031,Display Panel,2026-03-14,934,319.15,Repaired,Battery drains fast
WC-01296,LAP-ZEN-0030,Cooling Fan,2024-02-26,171,24.83,Refunded,Overheating
WC-01297,WCH-NIM-0001,Battery,2025-02-13,881,54.27,Repaired,Won't power on
WC-01298,TAB-ORB-0012,Logic Board,2024-10-05,348,144.01,Refunded,Random shutdowns
WC-01299,PHN-SOL-0030,Battery,2024-04-15,29,77.53,Pending,Overheating
WC-01300,PHN-VOR-0029,Logic Board,2024-02-28,386,507.67,Repaired,Not charging
WC-01301,TAB-ZEN-0005,Battery,2024-10-06,155,52.32,Refunded,Unresponsive
WC-01302,PHN-VOR-0007,Logic Board,2025-04-24,149,132.13,Pending,Cracked/damaged
WC-01303,LAP-EMB-0008,Motherboard,2024-06-17,575,185.47,Replaced,Unresponsive
WC-01304,PHN-ORB-0004,Battery,2024-05-07,950,111.4,Pending,Not charging
WC-01305,LAP-ZEN-0013,Display Panel,2024-06-19,400,281.92,Pending,Won't power on
WC-01306,LAP-EMB-0027,Keyboard Assembly,2024-05-07,744,49.02,Repaired,Battery drains fast
WC-01307,EAR-VOR-0007,Charging Case,2024-11-06,46,38.94,Pending,Random shutdowns
WC-01308,LAP-VOR-0018,Motherboard,2026-05-31,921,155.49,Pending,Malfunctioning
WC-01309,TAB-ORB-0003,Battery,2025-12-30,278,57.87,Replaced,Malfunctioning
WC-01310,LAP-SOL-0015,Cooling Fan,2024-09-07,773,25.17,Refunded,Battery drains fast
WC-01311,TAB-ORB-0024,Logic Board,2024-11-26,868,257.68,Repaired,Malfunctioning
WC-01312,PHN-SOL-0025,Battery,2026-02-17,985,52.61,Repaired,Overheating
WC-01313,LAP-SOL-0017,Battery,2024-09-19,324,103.06,Pending,Won't power on
WC-01314,TAB-SOL-0016,Battery,2026-04-21,365,39.41,Pending,Battery drains fast
WC-01315,TAB-ORB-0021,Battery,2025-11-25,941,99.57,Pending,Battery drains fast
WC-01316,PHN-ORB-0028,Speaker Unit,2025-09-04,36,51.64,Refunded,Cracked/damaged
WC-01317,PHN-SOL-0006,Battery,2024-10-15,149,84.57,Refunded,Battery drains fast
WC-01318,WCH-ZEN-0012,Sensor Module,2026-03-12,145,37.36,Replaced,Random shutdowns
WC-01319,LAP-ZEN-0013,Cooling Fan,2025-05-14,865,47.59,Refunded,Not charging
WC-01320,EAR-VOR-0007,Charging Case,2025-03-27,479,31.21,Repaired,Overheating
WC-01321,TAB-VOR-0008,Logic Board,2024-01-17,556,221.82,Pending,Won't power on
WC-01322,PHN-ORB-0014,Logic Board,2026-04-20,155,638.4,Refunded,Won't power on
WC-01323,TAB-EMB-0011,Logic Board,2024-12-15,722,361.46,Replaced,Overheating
WC-01324,LAP-ZEN-0014,Webcam Module,2026-03-22,557,43.02,Repaired,Malfunctioning
WC-01325,LAP-NIM-0002,RAM Module,2025-10-17,384,100.98,Repaired,Unresponsive
WC-01326,TAB-EMB-0006,Touch Display,2024-07-05,723,146.51,Repaired,Unresponsive
WC-01327,LAP-EMB-0020,Cooling Fan,2025-07-11,161,40.16,Pending,Won't power on
WC-01328,PHN-ZEN-0002,Charging Port,2024-08-31,467,31.78,Refunded,Malfunctioning
WC-01329,LAP-NIM-0006,RAM Module,2025-03-04,238,84.17,Replaced,Battery drains fast
WC-01330,LAP-ORB-0024,Motherboard,2024-01-05,232,236.44,Pending,Unresponsive
WC-01331,LAP-VOR-0009,Display Panel,2026-02-15,644,235.04,Pending,Cracked/damaged
WC-01332,LAP-NIM-0012,Battery,2025-06-20,70,68.37,Repaired,Malfunctioning
WC-01333,PHN-ORB-0011,Logic Board,2024-12-04,413,303.4,Repaired,Random shutdowns
WC-01334,PHN-SOL-0030,Camera Module,2025-06-06,507,60.88,Refunded,Battery drains fast
WC-01335,PHN-VOR-0003,Logic Board,2024-11-24,232,138.6,Refunded,Cracked/damaged
